# watGNN/1eb6_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    67     29 95.000 |  7.799  6.330 10.000      22     23     23   0.210
    67     54 90.000 |  6.932  4.795  2.548      29     33     33   0.238
    67     75 85.000 |  6.302  3.442  0.413      37     42     42   0.261
    67     94 80.000 |  4.308  2.309  0.305      42     47     47   0.255
    67    119 75.000 |  3.559  1.822  0.300      43     48     50   0.291
    67    140 70.000 |  2.019  1.093  0.291      44     51     54   0.320
    67    168 65.000 |  1.679  0.912  0.291      45     52     55   0.372
    67    187 60.000 |  1.549  0.821  0.291      46     54     57   0.383
    67    213 55.000 |  1.313  0.707  0.291      47     56     59   0.389
    67    240 50.000 |  1.077  0.599  0.291      47     58     61   0.402
    67    276 45.000 |  0.953  0.566  0.291      47     58     61   0.402
    67    309 40.000 |  0.784  0.498  0.291      47     59     63   0.393
    67    337 35.000 |  0.716  0.468  0.291      47     59     65   0.418
    67    383 30.000 |  0.716  0.468  0.291      47     59     65   0.418
    67    434 25.000 |  0.578  0.434  0.291      47     59     65   0.434
    67    486 20.000 |  0.578  0.434  0.291      47     59     65   0.434
    67    525 15.000 |  0.578  0.434  0.291      47     59     65   0.434
    67    564 10.000 |  0.578  0.434  0.291      47     59     65   0.434
    67    589  5.000 |  0.553  0.421  0.291      47     60     66   0.421
    67    746  0.000 |  0.553  0.421  0.291      47     60     66   0.421
#
