   224   488.044
   132   174.064
   177   269.355
   207   277.099
   369   646.156
   269   369.730
   303   464.128
   205   342.777
   108   193.974
   399   694.093
   216   514.980
   105   203.428
   263   489.220
   122   215.687
   297   538.123
    95   164.317
   386  1123.653
   134   309.062
   125   230.120
   250   457.871
   291   463.972
   105   199.469
   164   221.896
   117   259.240
   363   630.411
   184   282.449
   222   368.774
   448  1315.518
   227   333.397
   324   578.268
   305   608.944
   117   207.839
   121   251.394
   198   345.069
   234   372.253
   374   892.471
   119   285.615
   107   172.072
   261   375.994
   163   293.568
   129   239.589
   276   551.057
   249   356.143
   118   230.195
   145   258.497
   220   365.445
   122   275.750
   114   208.102
   190   270.021
   244   515.929
   120   200.080
   254   475.239
   176   341.271
   106   232.439
   245   409.722
   146   218.066
   158   291.075
   282   439.238
   152   281.743
   257   493.569
   295  1080.888
   357   611.217
   227   395.492
   125   292.489
   197   258.946
   115   324.041
   155   455.246
   114   202.291
   472   934.079
   413   873.285
   182   259.668
   125   285.157
   153   250.288
   166   275.323
   153   334.407
   166   309.766
   114   205.686
   240   414.568
   187   345.745
   111   236.183
   144   452.677
   348   564.797
   161   301.692
   230   525.112
   312   632.101
   264   385.661
   182   334.215
   159   296.453
   133   303.541
   265   594.113
   135   273.424
   300   400.630
